Ранг,Слово,Абсолютная частота,Относительная частота,Нормализованный ранг,Нормализированная частота
1,na,59,0.02732746641963872,0.0,-3.599862986609088
2,patients,45,0.020842982862436313,0.6931471805599453,-3.8707379407444877
3,igg4,40,0.018527095877721167,1.0986122886681098,-3.988520976400871
4,md,35,0.01621120889300602,1.3862943611198906,-4.122052369025393
5,levels,20,0.009263547938860583,1.6094379124341003,-4.681668156960816
6,igg4-rsd,18,0.008337193144974525,1.791759469228055,-4.787028672618643
7,phd,14,0.006484483557202408,1.9459101490553132,-5.0383431008995485
8,plasma,13,0.006021306160259379,2.0794415416798357,-5.112451073053271
9,infiltration,13,0.006021306160259379,2.1972245773362196,-5.112451073053271
10,sg,13,0.006021306160259379,2.302585092994046,-5.112451073053271
11,14,12,0.00555812876331635,2.3978952727983707,-5.1924937807268075
12,25,11,0.005094951366373321,2.4849066497880004,-5.279505157716437
13,1,11,0.005094951366373321,2.5649493574615367,-5.279505157716437
14,gl,11,0.005094951366373321,2.6390573296152584,-5.279505157716437
15,patient,11,0.005094951366373321,2.70805020110221,-5.279505157716437
16,ln,11,0.005094951366373321,2.772588722239781,-5.279505157716437
17,blood,10,0.004631773969430292,2.833213344056216,-5.3748153375207615
18,organ,10,0.004631773969430292,2.8903717578961645,-5.3748153375207615
19,elevated,10,0.004631773969430292,2.9444389791664403,-5.3748153375207615
20,fibrosis,10,0.004631773969430292,2.995732273553991,-5.3748153375207615
21,312,10,0.004631773969430292,3.044522437723423,-5.3748153375207615
22,medicine,9,0.0041685965724872626,3.091042453358316,-5.480175853178588
23,serum,9,0.0041685965724872626,3.1354942159291497,-5.480175853178588
24,6,9,0.0041685965724872626,3.1780538303479458,-5.480175853178588
25,pancreas,9,0.0041685965724872626,3.2188758248682006,-5.480175853178588
26,kidney,9,0.0041685965724872626,3.258096538021482,-5.480175853178588
27,volume91number1january2012,8,0.0037054191755442334,3.295836866004329,-5.597958888834971
28,wwwmd-journalcom,8,0.0037054191755442334,3.332204510175204,-5.597958888834971
29,2,8,0.0037054191755442334,3.367295829986474,-5.597958888834971
30,3,8,0.0037054191755442334,3.4011973816621555,-5.597958888834971
31,cells,8,0.0037054191755442334,3.4339872044851463,-5.597958888834971
32,findings,8,0.0037054191755442334,3.4657359027997265,-5.597958888834971
33,presented,8,0.0037054191755442334,3.4965075614664802,-5.597958888834971
34,disease,7,0.003242241778601204,3.5263605246161616,-5.731490281459494
35,histologic,7,0.003242241778601204,3.5553480614894135,-5.731490281459494
36,polyclonal,7,0.003242241778601204,3.58351893845611,-5.731490281459494
37,cell,7,0.003242241778601204,3.6109179126442243,-5.731490281459494
38,yes,7,0.003242241778601204,3.6375861597263857,-5.731490281459494
39,2012lippincottwilliamswilkins,7,0.003242241778601204,3.6635616461296463,-5.731490281459494
40,n,7,0.003242241778601204,3.6888794541139363,-5.731490281459494
41,12,7,0.003242241778601204,3.713572066704308,-5.731490281459494
42,fh,7,0.003242241778601204,3.7376696182833684,-5.731490281459494
43,reported,6,0.002779064381658175,3.7612001156935624,-5.885640961286752
44,igg,6,0.002779064381658175,3.784189633918261,-5.885640961286752
45,sclerosing,6,0.002779064381658175,3.8066624897703196,-5.885640961286752
46,clinical,6,0.002779064381658175,3.828641396489095,-5.885640961286752
47,staining,6,0.002779064381658175,3.8501476017100584,-5.885640961286752
48,igg3,6,0.002779064381658175,3.871201010907891,-5.885640961286752
49,9,6,0.002779064381658175,3.8918202981106265,-5.885640961286752
50,range,6,0.002779064381658175,3.912023005428146,-5.885640961286752
51,frequent,6,0.002779064381658175,3.9318256327243257,-5.885640961286752
52,showed,6,0.002779064381658175,3.9512437185814275,-5.885640961286752
53,french,5,0.002315886984715146,3.970291913552122,-6.067962518080707
54,registry,5,0.002315886984715146,3.9889840465642745,-6.067962518080707
55,reports,5,0.002315886984715146,4.007333185232471,-6.067962518080707
56,laboratory,5,0.002315886984715146,4.02535169073515,-6.067962518080707
57,inflammatory,5,0.002315886984715146,4.04305126783455,-6.067962518080707
58,diagnosis,5,0.002315886984715146,4.060443010546419,-6.067962518080707
59,criteria,5,0.002315886984715146,4.07753744390572,-6.067962518080707
60,involvement,5,0.002315886984715146,4.0943445622221,-6.067962518080707
61,9135,5,0.002315886984715146,4.110873864173311,-6.067962518080707
62,lymphocytic,5,0.002315886984715146,4.127134385045092,-6.067962518080707
63,28,5,0.002315886984715146,4.143134726391533,-6.067962518080707
64,8,5,0.002315886984715146,4.1588830833596715,-6.067962518080707
65,rpf,5,0.002315886984715146,4.174387269895637,-6.067962518080707
66,4,5,0.002315886984715146,4.189654742026425,-6.067962518080707
67,5,5,0.002315886984715146,4.204692619390966,-6.067962518080707
68,10,5,0.002315886984715146,4.219507705176107,-6.067962518080707
69,18,5,0.002315886984715146,4.23410650459726,-6.067962518080707
70,liver,5,0.002315886984715146,4.248495242049359,-6.067962518080707
71,010,5,0.002315886984715146,4.2626798770413155,-6.067962518080707
72,treatment,4,0.0018527095877721167,4.276666119016055,-6.291106069394917
73,subclasses,4,0.0018527095877721167,4.290459441148391,-6.291106069394917
74,pancreatitis,4,0.0018527095877721167,4.30406509320417,-6.291106069394917
75,years,4,0.0018527095877721167,4.31748811353631,-6.291106069394917
76,de,4,0.0018527095877721167,4.330733340286331,-6.291106069394917
77,ebboetal,4,0.0018527095877721167,4.343805421853684,-6.291106069394917
78,date,4,0.0018527095877721167,4.356708826689592,-6.291106069394917
79,study,4,0.0018527095877721167,4.3694478524670215,-6.291106069394917
80,pathologic,4,0.0018527095877721167,4.382026634673881,-6.291106069394917
81,data,4,0.0018527095877721167,4.394449154672439,-6.291106069394917
82,form,4,0.0018527095877721167,4.406719247264253,-6.291106069394917
83,follow-up,4,0.0018527095877721167,4.418840607796598,-6.291106069394917
84,performed,4,0.0018527095877721167,4.430816798843313,-6.291106069394917
85,igg2,4,0.0018527095877721167,4.442651256490317,-6.291106069394917
86,society,4,0.0018527095877721167,4.454347296253507,-6.291106069394917
87,sent,4,0.0018527095877721167,4.465908118654584,-6.291106069394917
88,1144,4,0.0018527095877721167,4.477336814478207,-6.291106069394917
89,624,4,0.0018527095877721167,4.48863636973214,-6.291106069394917
90,examination,4,0.0018527095877721167,4.499809670330265,-6.291106069394917
91,cases,4,0.0018527095877721167,4.51085950651685,-6.291106069394917
92,associated,4,0.0018527095877721167,4.5217885770490405,-6.291106069394917
93,13,4,0.0018527095877721167,4.532599493153256,-6.291106069394917
94,15,4,0.0018527095877721167,4.543294782270004,-6.291106069394917
95,16,4,0.0018527095877721167,4.553876891600541,-6.291106069394917
96,17,4,0.0018527095877721167,4.564348191467836,-6.291106069394917
97,20,4,0.0018527095877721167,4.574710978503383,-6.291106069394917
98,24,4,0.0018527095877721167,4.584967478670572,-6.291106069394917
99,typical,4,0.0018527095877721167,4.59511985013459,-6.291106069394917
100,mean,4,0.0018527095877721167,4.605170185988092,-6.291106069394917
101,44,4,0.0018527095877721167,4.61512051684126,-6.291106069394917
102,32,4,0.0018527095877721167,4.624972813284271,-6.291106069394917
103,analyzed,4,0.0018527095877721167,4.634728988229636,-6.291106069394917
104,igg4plasmacells,4,0.0018527095877721167,4.6443908991413725,-6.291106069394917
105,bileduct,4,0.0018527095877721167,4.653960350157523,-6.291106069394917
106,features,3,0.0013895321908290875,4.663439094112067,-6.578788141846697
107,response,3,0.0013895321908290875,4.672828834461906,-6.578788141846697
108,characteristics,3,0.0013895321908290875,4.68213122712422,-6.578788141846697
109,suggest,3,0.0013895321908290875,4.6913478822291435,-6.578788141846697
110,previous,3,0.0013895321908290875,4.700480365792417,-6.578788141846697
111,t-cell,3,0.0013895321908290875,4.709530201312334,-6.578788141846697
112,et,3,0.0013895321908290875,4.718498871295094,-6.578788141846697
113,conditions,3,0.0013895321908290875,4.727387818712341,-6.578788141846697
114,including,3,0.0013895321908290875,4.736198448394496,-6.578788141846697
115,value,3,0.0013895321908290875,4.74493212836325,-6.578788141846697
116,lymphadenopathy,3,0.0013895321908290875,4.7535901911063645,-6.578788141846697
117,andor,3,0.0013895321908290875,4.762173934797756,-6.578788141846697
118,characteristic,3,0.0013895321908290875,4.770684624465665,-6.578788141846697
119,observed,3,0.0013895321908290875,4.77912349311153,-6.578788141846697
120,radiologic,3,0.0013895321908290875,4.787491742782046,-6.578788141846697
121,based,3,0.0013895321908290875,4.795790545596741,-6.578788141846697
122,better,3,0.0013895321908290875,4.804021044733257,-6.578788141846697
123,define,3,0.0013895321908290875,4.812184355372417,-6.578788141846697
124,n25,3,0.0013895321908290875,4.820281565605037,-6.578788141846697
125,elevation,3,0.0013895321908290875,4.8283137373023015,-6.578788141846697
126,xerostomia,3,0.0013895321908290875,4.836281906951478,-6.578788141846697
127,832,3,0.0013895321908290875,4.844187086458591,-6.578788141846697
128,treatments,3,0.0013895321908290875,4.852030263919617,-6.578788141846697
129,520,3,0.0013895321908290875,4.859812404361672,-6.578788141846697
130,nationwidestudyofigg4-relatedsystemicdisease,3,0.0013895321908290875,4.867534450455582,-6.578788141846697
131,available,3,0.0013895321908290875,4.875197323201151,-6.578788141846697
132,54m,3,0.0013895321908290875,4.882801922586371,-6.578788141846697
133,7,3,0.0013895321908290875,4.890349128221754,-6.578788141846697
134,11,3,0.0013895321908290875,4.897839799950911,-6.578788141846697
135,19,3,0.0013895321908290875,4.90527477843843,-6.578788141846697
136,21,3,0.0013895321908290875,4.912654885736052,-6.578788141846697
137,23,3,0.0013895321908290875,4.919980925828125,-6.578788141846697
138,normal,3,0.0013895321908290875,4.927253685157205,-6.578788141846697
139,52,3,0.0013895321908290875,4.9344739331306915,-6.578788141846697
140,correlation,3,0.0013895321908290875,4.941642422609304,-6.578788141846697
141,positive,3,0.0013895321908290875,4.948759890378168,-6.578788141846697
142,formation,3,0.0013895321908290875,4.955827057601261,-6.578788141846697
